,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
245,10512,6976,3712,4784,9360,17328,10944,7520,3984,5056,8528,17392,11152,7040,4448,4992,8400,17344
246,10592,7104,3728,4704,9232,17392,11024,7648,4048,4992,8416,17456,11232,7168,4464,4896,8256,17440
247,10672,7264,3744,4608,9072,17472,11136,7840,4128,4896,8224,17552,11328,7344,4496,4800,8080,17520
248,10784,7456,3792,4480,8848,17616,11248,8064,4224,4784,8000,17664,11440,7568,4544,4688,7856,17648
249,10912,7696,3840,4336,8592,17744,11344,8304,4336,4688,7776,17776,11504,7760,4608,4576,7648,17760
250,11040,7920,3904,4240,8400,17840,11408,8464,4432,4608,7616,17872,11568,7920,4656,4512,7488,17872
251,11120,8096,3936,4160,8272,17888,11440,8592,4480,4576,7488,17936,11600,8032,4688,4464,7376,17936
252,11184,8224,3984,4112,8144,17984,11472,8704,4576,4528,7360,18016,11728,8160,4720,4416,7248,18016
253,11232,8384,4048,4048,7952,18128,11504,8928,4688,4448,7152,18128,11952,8368,4800,4336,7056,18144
254,11328,8576,4128,3968,7760,18224,11568,9088,4800,4416,6992,18224,12048,8512,4864,4304,6896,18240
255,11392,8736,4176,3904,7616,18304,11680,9200,4896,4384,6880,18288,12160,8624,4928,4256,6784,18320
256,11424,8880,4256,3856,7456,18432,11872,9328,5008,4336,6720,18384,12272,8768,4992,4208,6624,18416
257,11472,9024,4336,3808,7248,18576,12096,9536,5152,4304,6512,18528,12416,8976,5104,4176,6432,18560
258,11536,9216,4448,3744,7072,18704,12192,9696,5296,4256,6336,18640,12496,9136,5200,4144,6272,18688
259,11552,9376,4544,3728,6912,18848,12288,9840,5424,4240,6176,18752,12480,9296,5280,4112,6128,18816
260,11584,9552,4672,3680,6736,18960,12304,9984,5568,4224,6032,18864,12544,9440,5392,4096,5984,18944
261,11744,9696,4784,3632,6544,19152,12416,10160,5760,4208,5824,19024,12544,9632,5536,4080,5808,19136
262,11984,9904,4944,3616,6336,19328,12480,10320,5936,4208,5664,19168,12544,9808,5648,4080,5648,19312
263,12176,10048,5072,3600,6240,19456,12528,10432,6064,4192,5552,19264,12528,9920,5744,4064,5536,19408
264,12272,10176,5184,3584,6064,19632,12624,10608,6288,4208,5360,19456,12576,10112,5920,4080,5360,19632
265,12368,10368,5408,3568,5776,19968,12656,10864,6672,4224,5072,19760,12624,10400,6208,4112,5120,19968
266,12448,10640,5744,3584,5552,20240,12656,11040,6912,4272,4880,19984,12672,10592,6416,4144,4976,20224
267,12512,10816,5952,3600,5392,20480,12624,11152,7136,4304,4736,20176,12688,10752,6608,4176,4848,20448
268,12544,10976,6176,3632,5232,20720,12624,11296,7408,4368,4576,20400,12672,10912,6832,4240,4704,20704
269,12608,11120,6432,3680,5088,20976,12592,11360,7600,4416,4464,20576,12640,11040,7008,4288,4608,20912
270,12640,11232,6624,3728,4976,21200,12608,11440,7856,4480,4320,20784,12608,11184,7232,4352,4512,21168
271,12656,11328,6864,3792,4864,21440,12640,11504,8064,4576,4224,21008,12592,11296,7440,4432,4432,21376
272,12656,11424,7120,3872,4736,21760,12672,11584,8464,4720,4064,21376,12608,11440,7808,4592,4304,21824
273,12656,11536,7552,4048,4560,22272,12720,11984,8912,4928,3904,21776,12640,11552,8192,4784,4208,22288
274,12608,11728,7968,4240,4464,22592,12672,12272,9152,5072,3808,22032,12624,11808,8464,4944,4144,22560
275,12592,12016,8224,4368,4384,22848,12656,12416,9360,5200,3744,22256,12624,12096,8672,5056,4112,22816
276,12608,12160,8464,4512,4336,23056,12640,12480,9568,5328,3712,22464,12672,12304,8864,5200,4096,23040
277,12640,12304,8688,4656,4288,23264,12608,12496,9760,5456,3664,22624,12656,12416,9056,5328,4080,23264
278,12640,12384,8880,4800,4272,23456,12608,12496,9904,5584,3648,22816,12640,12464,9232,5456,4080,23440
279,12688,12432,9040,4928,4240,23632,12608,12512,10080,5728,3616,23008,12576,12480,9408,5600,4064,23648
280,12704,12512,9232,5088,4208,23872,12656,12512,10272,5920,3616,23232,12608,12496,9616,5792,4080,23888
281,12688,12544,9472,5328,4208,24128,12720,12560,10512,6176,3600,23504,12640,12496,9856,6048,4112,24160
282,12656,12544,9712,5584,4208,24320,12688,12592,10672,6352,3616,23680,12672,12512,10032,6240,4144,24352
283,12624,12544,9888,5760,4224,24432,12704,12624,10800,6496,3632,23808,12688,12544,10160,6384,4176,24496
284,12624,12528,10016,5888,4240,24560,12656,12624,10896,6608,3648,23920,12688,12544,10272,6512,4192,24624
285,12640,12512,10144,6080,4256,24720,12608,12608,11040,6816,3648,24096,12688,12624,10448,6720,4256,24784
286,12656,12528,10288,6288,4272,24848,12608,12576,11136,6976,3696,24240,12656,12592,10560,6896,4304,24896
287,12704,12528,10400,6448,4304,24976,12640,12528,11232,7152,3744,24352,12592,12576,10688,7072,4352,25024
288,12688,12560,10544,6656,4352,25072,12688,12544,11328,7328,3792,24496,12608,12544,10816,7280,4416,25168
289,12688,12608,10688,6912,4432,25216,12704,12560,11408,7616,3856,24672,12624,12528,11008,7568,4528,25328
290,12640,12592,10864,7216,4512,25360,12688,12592,11504,7888,3952,24848,12624,12528,11152,7856,4640,25472
291,12608,12544,11024,7472,4592,25440,12688,12608,11616,8016,4016,24928,12592,12528,11248,8016,4720,25568
292,12608,12560,11088,7632,4656,25504,12672,12624,11808,8208,4096,25040,12688,12576,11312,8208,4816,25632
293,12624,12512,11184,7856,4752,25600,12608,12608,12000,8400,4192,25104,12688,12576,11392,8432,4944,25728
294,12576,12544,11280,8096,4864,25664,12688,12624,12064,8592,4304,25216,12688,12528,11440,8640,5056,25808
295,12656,12560,11344,8224,4912,25696,12672,12592,12160,8704,4368,25280,12656,12544,11472,8768,5136,25856
296,12656,12544,11392,8384,5008,25728,12672,12576,12240,8864,4464,25344,12656,12560,11552,8960,5248,25904
297,12640,12576,11440,8624,5152,25792,12688,12640,12288,9088,4608,25424,12688,12560,11760,9184,5408,25952
298,12624,12544,11488,8848,5296,25824,12672,12640,12368,9280,4768,25488,12704,12576,12000,9408,5568,26000
299,12640,12512,11552,9040,5424,25840,12640,12608,12448,9408,4848,25536,12688,12592,12128,9536,5696,26048
300,12656,12528,11680,9168,5520,25856,12608,12592,12464,9536,4960,25552,12688,12608,12272,9680,5808,26048
301,12672,12528,11824,9328,5664,25872,12624,12576,12496,9728,5120,25616,12656,12608,12400,9888,5984,26064
302,12704,12560,12048,9536,5840,25888,12656,12560,12496,9888,5296,25648,12592,12576,12448,10080,6176,26080
303,12688,12592,12176,9712,6000,25888,12672,12560,12480,10064,5488,25680,12608,12560,12480,10272,6368,26096
304,12688,12608,12320,9904,6224,25872,12720,12592,12496,10208,5648,25696,12624,12528,12480,10432,6560,26064
305,12672,12608,12400,10096,6432,25856,12704,12592,12496,10384,5872,25728,12656,12528,12480,10624,6768,26080
306,12592,12576,12480,10256,6608,25824,12672,12624,12528,10512,6016,25696,12672,12528,12448,10752,6944,26048
307,12624,12544,12480,10368,6768,25792,12656,12624,12544,10640,6192,25712,12592,12528,12480,10896,7136,26016
308,12640,12512,12480,10512,6976,25744,12624,12624,12576,10800,6432,25680,12672,12624,12496,11072,7392,25968
309,12672,12528,12480,10704,7264,25648,12624,12592,12576,10944,6688,25648,12656,12608,12512,11232,7664,25904
310,12672,12560,12480,10848,7472,25616,12624,12576,12560,11040,6848,25632,12656,12592,12560,11312,7824,25856
311,12704,12560,12480,10928,7600,25552,12640,12560,12544,11104,6976,25600,12576,12560,12576,11360,7936,25824
312,12688,12576,12496,11008,7776,25488,12672,12560,12528,11216,7184,25520,12608,12560,12576,11440,8176,25728
313,12688,12608,12512,11152,8064,25360,12736,12576,12512,11312,7440,25488,12640,12528,12512,11520,8464,25616
314,12672,12592,12560,11264,8288,25248,12720,12608,12528,11376,7664,25424,12656,12528,12512,11664,8656,25520
315,12608,12560,12560,11328,8448,25168,12704,12640,12544,11424,7808,25360,12704,12560,12496,11808,8832,25456
316,12624,12544,12560,11408,8624,25056,12656,12624,12576,11472,8016,25280,12704,12592,12496,11984,9024,25344
317,12624,12528,12544,11472,8864,24912,12640,12624,12592,11520,8240,25184,12704,12624,12528,12112,9248,25200
318,12656,12544,12512,11520,9088,24736,12624,12608,12576,11776,8480,25056,12672,12608,12560,12256,9488,25040
319,12704,12560,12512,11568,9280,24624,12640,12544,12544,11952,8656,24976,12608,12592,12560,12336,9632,24896
320,12704,12560,12512,11664,9456,24432,12672,12560,12528,12192,8848,24848,12624,12576,12576,12464,9856,24736
321,12704,12608,12528,11936,9696,24224,12688,12592,12512,12320,9104,24688,12624,12544,12560,12528,10080,24528
322,12640,12592,12560,12144,9888,24048,12688,12608,12528,12368,9248,24576,12640,12512,12528,12544,10240,24384
323,12624,12576,12592,12256,10016,23920,12704,12608,12512,12384,9392,24464,12592,12512,12464,12512,10352,24240
324,12608,12576,12576,12368,10144,23776,12672,12640,12544,12432,9520,24368,12688,12560,12496,12528,10480,24096
325,12624,12528,12576,12464,10304,23552,12656,12640,12576,12496,9728,24192,12688,12592,12512,12496,10672,23872
326,12624,12528,12544,12496,10496,23296,12624,12624,12592,12528,9952,23968,12672,12624,12512,12496,10896,23568
327,12656,12544,12544,12544,10672,23072,12608,12592,12592,12576,10096,23840,12640,12608,12544,12528,11008,23408
328,12688,12544,12496,12528,10784,22896,12640,12560,12560,12592,10208,23680,12624,12608,12576,12528,11120,23216
329,12704,12576,12496,12512,10944,22624,12672,12560,12544,12576,10416,23440,12608,12576,12560,12560,11264,22928
330,12704,12608,12528,12496,11088,22368,12704,12560,12496,12560,10576,23232,12624,12528,12544,12592,11376,22656
331,12672,12592,12544,12528,11216,22144,12704,12592,12528,12544,10720,23040,12640,12544,12544,12592,11440,22432
332,12656,12592,12576,12544,11296,21952,12688,12624,12528,12528,10816,22912,12672,12528,12496,12576,11488,22240
333,12608,12544,12576,12560,11360,21744,12688,12656,12544,12544,10928,22704,12720,12560,12496,12560,11568,22016
334,12624,12528,12576,12592,11424,21504,12656,12640,12592,12544,11056,22496,12688,12592,12512,12496,11792,21776
335,12640,12544,12544,12592,11488,21328,12608,12592,12576,12576,11136,22352,12672,12624,12528,12512,11920,21600
336,12672,12528,12528,12592,11520,21120,12624,12576,12576,12624,11232,22176,12656,12608,12560,12528,12032,21360
337,12720,12544,12496,12560,11680,20864,12640,12544,12544,12592,11328,21952,12624,12592,12576,12560,12144,21104
338,12672,12576,12512,12544,11936,20624,12656,12560,12528,12624,11408,21728,12592,12560,12576,12608,12256,20864
339,12688,12608,12560,12544,12032,20512,12688,12560,12496,12576,11456,21616,12592,12480,12528,12624,12272,20736
340,12672,12608,12560,12544,12096,20336,12704,12608,12528,12560,11488,21440,12640,12544,12528,12576,12368,20512
341,12624,12576,12592,12576,12208,20080,12688,12656,12544,12544,11584,21200,12688,12544,12496,12544,12368,20240
342,12592,12576,12576,12592,12320,19888,12672,12640,12560,12544,11744,21040,12704,12560,12496,12528,12416,20064
343,12608,12528,12560,12624,12384,19728,12640,12624,12592,12576,11936,20864,12672,12592,12496,12512,12416,19888
344,12656,12528,12544,12608,12464,19552,12608,12592,12576,12608,12128,20688,12656,12592,12528,12512,12432,19696
345,12688,12544,12512,12576,12528,19344,12640,12560,12560,12624,12304,20496,12640,12608,12592,12544,12448,19472
346,12704,12560,12512,12560,12512,19184,12672,12560,12560,12608,12416,20336,12608,12576,12560,12560,12464,19296
347,12688,12608,12528,12544,12496,19088,12688,12576,12528,12592,12464,20224,12624,12576,12576,12592,12496,19200
348,12688,12608,12560,12544,12480,18944,12720,12592,12512,12576,12480,20064,12624,12528,12544,12592,12528,19024
349,12656,12592,12576,12544,12464,18768,12704,12624,12528,12544,12496,19888,12656,12544,12512,12592,12576,18848
350,12608,12576,12576,12576,12480,18608,12688,12624,12560,12544,12480,19728,12720,12576,12512,12544,12560,18672
351,12624,12544,12560,12608,12528,18480,12640,12624,12576,12576,12464,19600,12688,12592,12512,12512,12496,18528
352,12656,12544,12544,12608,12544,18368,12608,12608,12592,12592,12496,19488,12672,12640,12528,12528,12496,18448
353,12656,12528,12528,12592,12576,18208,12624,12608,12576,12624,12512,19280,12656,12592,12544,12528,12480,18240
354,12688,12560,12512,12592,12576,18064,12608,12560,12560,12640,12544,19136,12608,12592,12592,12560,12480,18096
355,12688,12560,12528,12560,12544,17952,12624,12560,12560,12624,12576,19024,12496,12560,12576,12592,12480,17968
356,12704,12624,12528,12544,12528,17840,12672,12576,12496,12592,12576,18896,12608,12528,12576,12608,12512,17840
357,12672,12592,12560,12560,12496,17728,12720,12608,12528,12576,12576,18752,12624,12544,12544,12592,12544,17712
358,12608,12592,12592,12576,12496,17632,12720,12608,12512,12544,12576,18656,12640,12544,12512,12592,12560,17616
359,12592,12592,12592,12576,12512,17584,12656,12640,12544,12560,12544,18592,12672,12544,12480,12576,12544,17552
360,12624,12576,12576,12608,12528,17472,12672,12624,12560,12560,12528,18480,12704,12592,12512,12528,12560,17456
361,12640,12528,12560,12624,12528,17344,12640,12608,12608,12576,12512,18336,12704,12624,12512,12512,12528,17296
362,12672,12528,12544,12608,12576,17200,12608,12592,12592,12592,12528,18160,12672,12624,12544,12528,12480,17136
363,12704,12544,12512,12576,12576,17104,12640,12560,12560,12624,12560,18080,12624,12592,12576,12528,12496,17040
364,12720,12560,12512,12576,12544,17008,12640,12544,12560,12624,12576,18000,12608,12592,12576,12576,12480,16960
365,12688,12592,12512,12544,12544,16960,12656,12560,12528,12592,12592,17936,12608,12592,12560,12560,12480,16864
366,12704,12608,12528,12544,12544,16864,12672,12576,12512,12592,12608,17840,12624,12544,12560,12608,12560,16736
367,12640,12592,12592,12592,12512,16800,12672,12640,12608,12592,12528,17792,12688,12608,12544,12528,12480,16624
368,12720,12576,12528,12528,12544,16720,12688,12560,12496,12592,12608,17712,12608,12544,12576,12592,12528,16496
369,12672,12592,12528,12528,12496,16576,12720,12592,12512,12592,12592,17616,12640,12544,12544,12608,12560,16144
370,12608,12608,12592,12560,12480,16432,12688,12608,12528,12544,12576,17520,12624,12544,12512,12592,12592,15728
371,12592,12544,12592,12592,12496,16240,12672,12624,12544,12560,12544,17456,12656,12528,12512,12592,12544,15296
372,12624,12544,12592,12640,12544,16064,12656,12640,12592,12544,12496,17408,12688,12592,12512,12528,12528,14976
373,12640,12512,12544,12608,12528,15776,12608,12624,12592,12592,12544,17328,12672,12624,12544,12512,12544,14496
374,12624,12544,12544,12592,12576,15536,12608,12592,12592,12624,12528,17280,12656,12608,12528,12528,12496,14224
375,12688,12544,12496,12576,12560,15296,12608,12544,12592,12624,12560,17232,12608,12608,12576,12544,12480,13984
376,12704,12576,12496,12544,12544,14960,12656,12576,12560,12624,12608,17168,12608,12592,12560,12576,12528,13664
377,12704,12608,12560,12544,12544,14448,12704,12592,12512,12592,12592,17088,12608,12544,12560,12624,12528,13424
378,12672,12592,12560,12544,12496,14128,12704,12592,12512,12576,12592,17008,12656,12544,12528,12592,12560,13232
379,12640,12592,12592,12560,12496,13792,12704,12640,12528,12544,12560,16912,12672,12560,12496,12560,12592,13136
380,12608,12576,12576,12576,12496,13584,12688,12640,12544,12544,12544,16864,12704,12576,12512,12560,12560,13072
381,12624,12544,12576,12624,12528,13392,12656,12624,12576,12576,12512,16800,12688,12592,12512,12512,12544,13008
382,12640,12528,12544,12592,12560,13280,12608,12608,12592,12592,12528,16720,12688,12640,12528,12528,12512,12960
383,12656,12528,12528,12592,12592,13200,12640,12576,12576,12640,12560,16640,12640,12608,12560,12544,12480,12864
384,12720,12560,12512,12560,12560,13120,12624,12560,12560,12624,12576,16544,12592,12576,12576,12576,12496,12832
385,12688,12592,12528,12544,12560,13072,12672,12576,12560,12608,12592,16400,12608,12576,12576,12592,12496,12768
386,12672,12624,12544,12544,12544,12992,12688,12576,12512,12592,12608,16256,12608,12544,12544,12608,12544,12752
387,12640,12608,12576,12560,12480,12944,12704,12576,12528,12576,12576,16096,12608,12512,12528,12640,12560,12736
388,12624,12592,12592,12592,12496,12864,12688,12640,12560,12544,12560,15888,12656,12544,12496,12576,12576,12752
389,12608,12560,12576,12608,12528,12800,12656,12624,12576,12560,12528,15584,12688,12576,12496,12544,12544,12768
390,12592,12528,12560,12624,12544,12784,12608,12624,12592,12576,12512,15216,12688,12608,12528,12496,12544,12704
391,12640,12544,12544,12624,12576,12768,12592,12608,12576,12592,12544,14944,12640,12608,12544,12528,12512,12736
392,12704,12560,12512,12592,12576,12768,12640,12576,12576,12640,12576,14688,12624,12608,12592,12560,12496,12688
393,12736,12576,12528,12544,12560,12768,12656,12560,12544,12624,12608,14320,12608,12592,12528,12512,12544,12688
394,12672,12528,12560,12624,12576,12720,12624,12608,12576,12592,12528,14112,12688,12624,12576,12560,12496,12656
395,12720,12592,12544,12544,12544,12736,12720,12608,12544,12576,12592,14048,12672,12560,12512,12560,12576,12672
396,12640,12544,12576,12608,12560,12688,12624,12608,12592,12624,12528,13856,12656,12608,12544,12528,12480,12656
397,12688,12544,12512,12576,12576,12688,12624,12560,12576,12624,12560,13664,12624,12608,12576,12560,12496,12624
398,12704,12576,12528,12544,12544,12720,12656,12576,12560,12640,12608,13472,12608,12592,12592,12592,12512,12592
399,12688,12608,12544,12544,12544,12704,12688,12576,12512,12608,12592,13440,12608,12544,12560,12624,12528,12576
400,12672,12608,12560,12544,12496,12688,12720,12592,12528,12576,12592,13344,12640,12560,12544,12592,12560,12592
401,12640,12576,12592,12560,12496,12624,12704,12608,12528,12528,12576,13216,12656,12544,12512,12592,12576,12592
402,12592,12592,12592,12576,12496,12624,12672,12640,12560,12560,12560,13136,12672,12544,12496,12560,12560,12624
403,12624,12528,12576,12624,12512,12592,12656,12592,12560,12576,12512,13120,12576,12560,12496,12528,12544,12624
404,12656,12544,12576,12608,12560,12608,12608,12624,12608,12592,12528,13040,12688,12624,12544,12528,12512,12640
405,12672,12544,12512,12592,12576,12608,12624,12592,12592,12640,12544,12960,12656,12608,12576,12528,12480,12608
406,12672,12576,12512,12576,12560,12640,12640,12560,12560,12624,12560,12928,12624,12608,12592,12560,12496,12608
407,12688,12560,12544,12528,12560,12656,12640,12560,12544,12608,12608,12896,12576,12560,12576,12592,12496,12544
408,12704,12624,12544,12528,12544,12624,12704,12576,12512,12592,12592,12880,12608,12528,12544,12608,12528,12544
409,12656,12592,12576,12544,12480,12592,12720,12608,12512,12560,12576,12912,12656,12544,12528,12592,12560,12576
410,12624,12592,12592,12576,12496,12576,12688,12640,12544,12544,12560,12848,12688,12544,12480,12544,12576,12592
411,12624,12576,12576,12624,12528,12560,12656,12640,12560,12576,12528,12816,12704,12592,12496,12544,12544,12608
412,12624,12544,12592,12624,12544,12560,12656,12608,12592,12576,12528,12784,12688,12624,12528,12528,12544,12608
413,12672,12528,12544,12608,12560,12560,12608,12608,12576,12592,12544,12736,12656,12608,12544,12544,12496,12592
414,12688,12544,12496,12592,12576,12576,12624,12576,12576,12640,12560,12720,12640,12624,12592,12544,12496,12576
415,12704,12592,12512,12560,12560,12624,12640,12576,12560,12624,12576,12720,12592,12576,12560,12560,12496,12528
416,12704,12608,12528,12528,12544,12608,12688,12560,12496,12592,12608,12752,12624,12560,12576,12624,12528,12544
417,12672,12592,12544,12544,12512,12592,12720,12576,12528,12576,12592,12736,12624,12528,12544,12592,12528,12528
418,12640,12608,12576,12544,12480,12576,12688,12608,12528,12544,12576,12752,12624,12544,12528,12608,12592,12560
419,12608,12576,12608,12592,12496,12560,12688,12656,12560,12560,12560,12736,12656,12544,12480,12592,12560,12624
420,12608,12560,12576,12608,12512,12544,12656,12640,12560,12576,12512,12704,12688,12592,12512,12544,12560,12624
421,12640,12528,12560,12608,12560,12544,12624,12624,12592,12592,12528,12672,12672,12624,12544,12528,12528,12608
422,12640,12544,12528,12608,12592,12576,12608,12592,12576,12608,12544,12608,12640,12608,12544,12528,12496,12592
423,12672,12544,12496,12592,12560,12576,12592,12560,12576,12624,12576,12624,12624,12608,12576,12544,12496,12560
424,12704,12560,12544,12576,12576,12624,12656,12560,12576,12624,12592,12656,12592,12576,12576,12560,12512,12528
425,12688,12576,12528,12544,12560,12608,12672,12576,12528,12624,12608,12640,12624,12576,12560,12608,12512,12512
426,12688,12608,12560,12560,12528,12592,12704,12576,12528,12576,12592,12672,12624,12544,12544,12592,12544,12512
427,12656,12608,12576,12544,12480,12576,12704,12592,12512,12528,12592,12688,12656,12544,12512,12608,12576,12544
428,12624,12592,12592,12560,12496,12560,12688,12656,12544,12560,12560,12656,12688,12560,12496,12560,12576,12576
429,12624,12576,12576,12592,12528,12512,12656,12640,12560,12544,12528,12640,12704,12576,12496,12544,12560,12608
430,12624,12512,12560,12608,12544,12528,12640,12640,12608,12592,12528,12624,12704,12608,12512,12528,12528,12576
431,12656,12544,12528,12624,12576,12560,12624,12592,12592,12608,12528,12592,12656,12608,12544,12512,12496,12576
432,12688,12544,12496,12576,12576,12560,12624,12560,12576,12640,12560,12592,12640,12608,12592,12544,12480,12560
433,12704,12560,12512,12560,12544,12592,12640,12544,12560,12624,12576,12592,12592,12576,12592,12576,12512,12544
434,12688,12608,12528,12528,12544,12608,12656,12576,12528,12624,12624,12624,12608,12560,12576,12624,12528,12528
435,12672,12608,12576,12544,12496,12576,12704,12576,12512,12608,12608,12640,12544,12512,12512,12608,12544,12512
436,12656,12608,12592,12576,12496,12576,12688,12608,12544,12544,12576,12640,12640,12560,12512,12576,12592,12544
437,12592,12576,12608,12576,12496,12544,12688,12640,12560,12560,12560,12640,12688,12560,12480,12576,12560,12576
438,12592,12560,12576,12624,12544,12528,12656,12640,12592,12560,12512,12608,12688,12576,12496,12544,12560,12592
439,12624,12528,12576,12608,12528,12528,12608,12624,12592,12592,12544,12608,12672,12608,12528,12512,12528,12576
440,12672,12528,12544,12592,12576,12528,12624,12592,12576,12624,12544,12560,12656,12608,12544,12544,12480,12576
441,12704,12544,12528,12592,12576,12576,12640,12560,12576,12624,12576,12576,12624,12592,12592,12560,12496,12560
442,12704,12576,12512,12560,12576,12592,12672,12576,12560,12608,12592,12560,12608,12592,12576,12592,12496,12512
443,12704,12608,12528,12544,12528,12576,12672,12576,12496,12592,12576,12592,12608,12528,12560,12608,12544,12512
444,12656,12608,12576,12544,12512,12576,12720,12608,12528,12592,12592,12624,12640,12528,12528,12592,12544,12528
445,12656,12608,12576,12560,12496,12560,12688,12624,12528,12544,12576,12624,12656,12560,12496,12576,12576,12544
446,12608,12576,12576,12576,12512,12528,12672,12656,12544,12544,12544,12624,12720,12576,12512,12576,12560,12576
447,12608,12544,12560,12624,12528,12528,12656,12640,12592,12576,12528,12576,12688,12592,12512,12512,12544,12576
448,12656,12528,12560,12608,12560,12528,12608,12608,12592,12576,12544,12544,12672,12624,12544,12544,12512,12576
449,12672,12544,12496,12592,12592,12576,12624,12592,12592,12624,12544,12528,12656,12608,12560,12544,12480,12560
450,12688,12560,12528,12576,12576,12576,12608,12544,12560,12640,12576,12560,12576,12592,12576,12576,12480,12528
451,12672,12560,12528,12544,12528,12592,12640,12560,12528,12608,12592,12592,12448,12480,12576,12592,12512,12496
452,12672,12624,12560,12560,12528,12576,12704,12592,12512,12608,12608,12608,12608,12512,12544,12608,12560,12512
453,12656,12592,12592,12576,12496,12544,12704,12608,12512,12544,12592,12624,12640,12544,12544,12592,12592,12528
454,12608,12608,12608,12576,12512,12544,12704,12656,12544,12560,12576,12624,12672,12544,12512,12592,12576,12560
455,12608,12576,12592,12608,12528,12512,12656,12640,12560,12560,12544,12608,12656,12544,12512,12576,12560,12544
456,12624,12544,12576,12608,12528,12512,12656,12624,12560,12560,12528,12576,12704,12576,12512,12544,12544,12592
457,12640,12528,12544,12608,12544,12528,12624,12624,12608,12592,12544,12560,12688,12656,12528,12528,12528,12592
458,12656,12528,12512,12608,12576,12544,12624,12592,12592,12624,12544,12544,12656,12624,12560,12544,12480,12544
459,12704,12576,12496,12592,12560,12544,12640,12560,12560,12640,12560,12544,12608,12592,12592,12576,12496,12512
460,12704,12576,12528,12560,12576,12592,12656,12576,12544,12640,12592,12560,12608,12576,12560,12592,12496,12496
461,12688,12608,12544,12560,12560,12592,12688,12576,12496,12576,12608,12576,12608,12544,12560,12608,12544,12512
462,12656,12608,12576,12544,12480,12576,12704,12592,12512,12560,12592,12608,12656,12544,12544,12576,12560,12512
463,12624,12608,12592,12576,12512,12560,12704,12640,12544,12560,12576,12608,12672,12544,12480,12560,12576,12544
464,12608,12576,12592,12608,12528,12512,12672,12640,12560,12544,12544,12576,12704,12576,12496,12544,12560,12576
465,12624,12528,12560,12608,12544,12528,12640,12640,12592,12560,12528,12560,12688,12608,12528,12512,12544,12576
466,12624,12528,12544,12624,12560,12528,12592,12608,12592,12608,12528,12544,12672,12624,12544,12544,12512,12560
467,12656,12528,12496,12592,12544,12544,12592,12560,12592,12640,12528,12528,12560,12592,12560,12560,12512,12528
468,12720,12560,12512,12576,12576,12592,12640,12544,12560,12608,12576,12544,12592,12592,12560,12560,12496,12432
469,12704,12592,12528,12544,12544,12592,12656,12576,12512,12608,12608,12560,12608,12544,12560,12608,12528,12496
470,12656,12608,12560,12528,12512,12576,12720,12608,12512,12576,12608,12608,12624,12528,12528,12592,12544,12496
471,12656,12608,12592,12576,12496,12544,12688,12608,12544,12560,12592,12608,12640,12528,12512,12608,12560,12528
472,12608,12576,12608,12576,12512,12528,12688,12656,12544,12560,12560,12592,12688,12544,12512,12544,12576,12560
473,12624,12576,12576,12608,12528,12512,12656,12640,12576,12560,12512,12576,12688,12592,12496,12528,12560,12592
474,12640,12528,12560,12624,12544,12528,12624,12608,12608,12608,12528,12544,12688,12640,12544,12528,12528,12560
475,12672,12528,12528,12624,12592,12544,12624,12576,12576,12624,12560,12528,12656,12608,12560,12544,12480,12544
476,12720,12576,12512,12576,12576,12560,12624,12544,12560,12624,12560,12512,12624,12592,12592,12576,12512,12528
477,12704,12592,12528,12544,12576,12608,12672,12576,12544,12624,12624,12560,12592,12592,12576,12608,12512,12496
478,12688,12624,12560,12560,12544,12592,12720,12576,12528,12592,12608,12592,12640,12544,12560,12608,12544,12512
479,12640,12608,12576,12560,12496,12576,12720,12608,12512,12576,12592,12624,12656,12544,12544,12592,12576,12528
480,12624,12592,12608,12592,12512,12544,12704,12672,12544,12560,12560,12608,12672,12544,12496,12576,12560,12544
481,12624,12576,12576,12592,12512,12512,12656,12640,12576,12544,12544,12592,12720,12576,12512,12560,12560,12576
482,12576,12544,12592,12624,12528,12512,12624,12624,12592,12576,12512,12576,12672,12592,12512,12528,12528,12576
483,12640,12512,12544,12624,12544,12544,12576,12576,12592,12624,12544,12528,12576,12592,12512,12512,12464,12576
484,12672,12544,12512,12592,12592,12544,12624,12560,12560,12640,12560,12528,12624,12608,12576,12544,12480,12560
485,12704,12576,12528,12560,12560,12592,12656,12560,12576,12640,12576,12528,12592,12576,12576,12576,12512,12496
486,12656,12592,12544,12544,12544,12576,12688,12576,12512,12608,12624,12576,12624,12576,12576,12608,12512,12496
487,12688,12608,12544,12560,12544,12576,12672,12560,12496,12592,12592,12576,12608,12512,12544,12608,12528,12512
488,12656,12608,12576,12560,12496,12560,12720,12608,12528,12560,12592,12608,12640,12544,12544,12608,12576,12528
489,12640,12608,12608,12592,12512,12544,12704,12656,12544,12544,12576,12608,12672,12560,12496,12576,12576,12544
490,12624,12576,12592,12576,12512,12512,12704,12656,12560,12560,12560,12592,12720,12576,12480,12560,12560,12560
491,12640,12560,12576,12624,12528,12512,12672,12640,12576,12560,12512,12576,12688,12592,12512,12544,12560,12592
492,12640,12528,12544,12608,12544,12512,12640,12640,12608,12576,12528,12576,12704,12608,12528,12528,12544,12592
493,12656,12544,12560,12624,12576,12528,12592,12608,12592,12592,12528,12544,12672,12624,12544,12544,12528,12576
