,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
494,12688,12544,12528,12608,12592,12544,12640,12576,12592,12640,12560,12528,12656,12608,12576,12544,12480,12528
495,12720,12560,12512,12576,12560,12576,12640,12560,12560,12624,12576,12528,12576,12592,12592,12560,12496,12512
496,12704,12592,12544,12528,12544,12576,12672,12576,12528,12608,12608,12560,12608,12576,12576,12592,12528,12496
497,12688,12608,12544,12528,12544,12576,12720,12576,12528,12576,12592,12560,12624,12528,12560,12608,12544,12512
498,12608,12592,12576,12560,12480,12544,12688,12592,12528,12544,12592,12608,12640,12528,12528,12592,12576,12528
499,12608,12576,12608,12592,12496,12512,12688,12640,12544,12544,12592,12576,12656,12528,12480,12560,12544,12576
500,12624,12576,12576,12608,12528,12496,12656,12624,12576,12560,12512,12592,12688,12592,12512,12528,12560,12592
501,12624,12528,12576,12608,12544,12512,12624,12624,12608,12592,12528,12544,12688,12608,12528,12544,12544,12576
502,12624,12544,12560,12624,12592,12544,12608,12592,12592,12608,12544,12512,12656,12608,12544,12528,12496,12576
503,12672,12544,12512,12608,12592,12560,12608,12576,12592,12656,12560,12528,12624,12608,12576,12560,12496,12544
504,12704,12576,12528,12576,12576,12592,12656,12576,12560,12624,12592,12528,12592,12592,12592,12576,12512,12512
505,12704,12608,12528,12544,12544,12576,12672,12560,12512,12608,12608,12560,12608,12560,12560,12608,12528,12496
506,12688,12608,12544,12560,12512,12560,12720,12592,12528,12576,12608,12592,12624,12528,12544,12608,12544,12512
507,12656,12592,12592,12560,12496,12544,12704,12624,12512,12544,12576,12592,12672,12560,12512,12576,12592,12544
508,12608,12576,12576,12592,12496,12512,12688,12656,12560,12560,12560,12592,12704,12544,12496,12560,12560,12560
509,12640,12560,12592,12624,12528,12512,12656,12624,12560,12576,12528,12576,12688,12576,12512,12544,12560,12592
510,12624,12528,12560,12608,12560,12512,12624,12624,12608,12592,12544,12544,12688,12624,12544,12544,12544,12576
511,12672,12544,12544,12624,12592,12544,12608,12608,12608,12624,12544,12512,12656,12624,12560,12544,12496,12560
512,12720,12544,12512,12576,12576,12576,12640,12560,12560,12624,12576,12528,12624,12592,12576,12560,12496,12528
513,12704,12592,12512,12544,12576,12576,12656,12576,12544,12624,12624,12544,12608,12592,12592,12560,12512,12496
514,12656,12624,12528,12528,12528,12576,12656,12576,12512,12592,12608,12560,12592,12544,12560,12624,12528,12512
515,12672,12592,12544,12560,12480,12576,12688,12576,12496,12576,12576,12608,12512,12544,12544,12624,12528,12512
516,12624,12592,12592,12576,12512,12560,12704,12624,12544,12544,12576,12592,12656,12560,12512,12576,12560,12544
517,12608,12560,12576,12576,12512,12496,12672,12640,12576,12544,12544,12592,12704,12592,12496,12560,12560,12560
518,12592,12560,12576,12624,12528,12512,12640,12624,12576,12576,12528,12560,12672,12592,12496,12512,12544,12576
519,12608,12528,12560,12608,12528,12528,12608,12608,12592,12592,12512,12544,12672,12608,12544,12528,12528,12576
520,12656,12528,12528,12624,12592,12544,12624,12592,12608,12640,12560,12512,12640,12608,12560,12544,12496,12560
521,12720,12560,12512,12592,12576,12544,12624,12544,12560,12624,12576,12512,12608,12592,12576,12560,12496,12544
522,12704,12592,12512,12544,12560,12592,12656,12576,12544,12624,12608,12528,12608,12576,12576,12592,12512,12480
523,12704,12608,12528,12528,12544,12592,12688,12576,12528,12576,12592,12560,12608,12544,12560,12624,12544,12496
524,12672,12592,12560,12560,12496,12560,12720,12592,12528,12592,12592,12592,12624,12528,12528,12608,12560,12496
525,12640,12592,12592,12576,12496,12544,12704,12640,12528,12528,12576,12576,12656,12528,12496,12576,12592,12544
526,12592,12576,12576,12592,12512,12512,12688,12656,12576,12560,12560,12592,12704,12576,12496,12576,12560,12560
527,12608,12544,12576,12624,12544,12512,12656,12624,12576,12576,12528,12560,12688,12592,12496,12512,12544,12576
528,12656,12528,12544,12592,12560,12512,12608,12608,12592,12592,12528,12528,12672,12624,12560,12512,12512,12576
529,12672,12544,12512,12592,12576,12544,12640,12576,12576,12640,12560,12496,12656,12624,12560,12544,12480,12560
530,12688,12560,12496,12592,12592,12560,12608,12560,12576,12640,12576,12528,12608,12592,12592,12544,12496,12528
531,12688,12544,12528,12560,12544,12592,12640,12528,12528,12624,12592,12528,12512,12544,12544,12576,12496,12464
532,12688,12608,12544,12528,12544,12592,12688,12576,12512,12592,12592,12560,12608,12560,12560,12608,12528,12496
533,12656,12608,12560,12544,12496,12560,12704,12608,12528,12576,12592,12608,12656,12544,12544,12608,12576,12528
534,12608,12592,12608,12576,12496,12560,12688,12640,12528,12544,12576,12592,12672,12560,12512,12576,12576,12560
535,12608,12560,12592,12576,12528,12512,12656,12640,12576,12560,12560,12576,12688,12560,12496,12560,12560,12592
536,12624,12544,12560,12640,12528,12512,12656,12624,12608,12576,12512,12560,12688,12576,12512,12512,12544,12576
537,12656,12528,12560,12608,12560,12528,12608,12592,12592,12608,12528,12512,12672,12624,12544,12528,12512,12560
538,12672,12544,12496,12592,12576,12544,12624,12576,12576,12624,12560,12512,12656,12624,12576,12560,12480,12528
539,12720,12560,12528,12592,12560,12576,12640,12560,12544,12624,12560,12544,12592,12592,12592,12576,12512,12528
540,12688,12592,12528,12544,12544,12576,12656,12576,12544,12624,12624,12528,12608,12576,12576,12576,12496,12480
541,12688,12624,12544,12544,12528,12560,12688,12576,12512,12576,12592,12560,12624,12528,12576,12608,12528,12512
542,12656,12608,12576,12544,12496,12560,12704,12608,12528,12560,12592,12608,12656,12544,12544,12592,12576,12512
543,12624,12608,12592,12576,12496,12544,12688,12640,12544,12560,12560,12592,12672,12544,12496,12560,12576,12544
544,12624,12560,12592,12592,12528,12512,12656,12624,12576,12544,12528,12576,12704,12576,12512,12528,12560,12592
545,12624,12528,12560,12624,12544,12512,12624,12624,12624,12592,12512,12544,12688,12592,12512,12528,12528,12576
546,12624,12528,12560,12624,12576,12528,12592,12608,12592,12592,12544,12528,12656,12624,12544,12544,12512,12576
547,12656,12512,12528,12608,12576,12544,12608,12576,12560,12640,12544,12512,12592,12576,12560,12528,12464,12528
548,12704,12560,12512,12576,12560,12576,12656,12544,12560,12640,12576,12528,12576,12576,12576,12560,12480,12528
549,12688,12576,12528,12544,12560,12592,12656,12576,12528,12608,12624,12576,12608,12576,12576,12608,12528,12496
550,12640,12624,12560,12544,12528,12576,12736,12592,12528,12592,12608,12592,12624,12528,12544,12608,12528,12496
551,12640,12592,12576,12560,12480,12576,12688,12608,12512,12560,12592,12592,12624,12528,12544,12608,12560,12528
552,12624,12592,12592,12576,12512,12544,12688,12640,12544,12560,12592,12592,12688,12560,12480,12576,12560,12560
553,12624,12560,12576,12608,12512,12496,12672,12640,12560,12560,12512,12560,12704,12576,12496,12544,12560,12592
554,12640,12528,12576,12608,12560,12496,12624,12624,12592,12576,12528,12560,12672,12624,12528,12528,12528,12576
555,12672,12544,12528,12608,12592,12544,12624,12592,12592,12624,12544,12496,12640,12608,12544,12544,12496,12576
556,12688,12544,12528,12592,12576,12560,12640,12560,12576,12640,12576,12528,12640,12592,12576,12544,12496,12544
557,12704,12576,12528,12544,12576,12592,12656,12560,12544,12640,12592,12528,12592,12576,12576,12592,12496,12496
558,12704,12608,12528,12544,12544,12576,12688,12576,12528,12592,12608,12560,12608,12544,12560,12608,12528,12496
559,12672,12608,12560,12544,12512,12576,12704,12608,12512,12576,12592,12592,12640,12544,12528,12608,12560,12528
560,12624,12608,12608,12576,12496,12528,12704,12640,12544,12560,12576,12576,12688,12560,12496,12576,12576,12560
561,12624,12560,12576,12608,12512,12496,12672,12640,12560,12560,12544,12576,12704,12576,12496,12576,12560,12560
562,12592,12544,12592,12624,12544,12512,12656,12640,12592,12576,12528,12560,12672,12592,12512,12528,12544,12576
563,12624,12496,12560,12640,12560,12528,12592,12576,12576,12608,12528,12528,12608,12624,12544,12528,12480,12560
564,12672,12544,12528,12608,12576,12544,12608,12576,12576,12624,12560,12512,12640,12624,12560,12544,12480,12528
565,12720,12576,12528,12576,12576,12592,12640,12560,12560,12624,12576,12544,12592,12592,12576,12576,12512,12496
566,12672,12608,12528,12528,12544,12576,12656,12560,12512,12608,12624,12544,12592,12560,12576,12608,12528,12496
567,12656,12608,12544,12544,12528,12576,12688,12576,12512,12576,12592,12560,12592,12512,12560,12608,12528,12496
568,12656,12592,12560,12560,12496,12560,12704,12608,12512,12560,12592,12592,12640,12528,12528,12592,12576,12512
569,12624,12592,12592,12592,12528,12528,12688,12656,12544,12544,12560,12576,12688,12544,12496,12576,12576,12544
570,12624,12560,12592,12608,12512,12496,12672,12640,12560,12560,12512,12560,12688,12576,12512,12544,12560,12592
571,12640,12528,12560,12624,12560,12512,12640,12624,12608,12592,12544,12544,12688,12624,12544,12544,12544,12576
572,12656,12528,12544,12624,12576,12544,12608,12608,12608,12624,12544,12512,12672,12624,12544,12544,12512,12560
573,12688,12560,12528,12608,12592,12560,12624,12576,12592,12656,12576,12528,12624,12624,12576,12560,12480,12528
574,12704,12560,12512,12576,12560,12592,12656,12560,12560,12624,12592,12528,12592,12592,12576,12576,12496,12496
575,12688,12608,12544,12544,12544,12576,12688,12576,12496,12608,12592,12560,12608,12528,12560,12624,12544,12512
576,12672,12608,12560,12560,12512,12576,12720,12608,12512,12576,12592,12608,12640,12544,12544,12608,12576,12528
577,12640,12592,12608,12576,12496,12544,12720,12624,12528,12544,12576,12592,12656,12560,12512,12560,12592,12544
578,12592,12576,12592,12592,12512,12512,12656,12656,12560,12576,12560,12592,12688,12560,12496,12576,12576,12576
579,12624,12528,12592,12640,12528,12512,12640,12592,12592,12576,12528,12544,12640,12576,12464,12528,12560,12576
580,12624,12528,12560,12608,12560,12512,12608,12608,12592,12592,12528,12528,12656,12624,12528,12544,12528,12592
581,12656,12544,12528,12608,12576,12560,12624,12592,12576,12640,12560,12528,12656,12624,12576,12544,12480,12544
582,12672,12560,12512,12576,12560,12576,12640,12544,12544,12640,12592,12528,12592,12608,12576,12576,12496,12512
583,12688,12576,12528,12544,12560,12592,12640,12560,12560,12624,12592,12544,12576,12576,12560,12592,12512,12480
584,12688,12608,12544,12544,12560,12576,12672,12592,12528,12608,12608,12560,12624,12560,12576,12608,12544,12496
585,12672,12608,12560,12560,12496,12560,12720,12592,12512,12560,12592,12592,12656,12544,12544,12608,12560,12512
586,12640,12608,12592,12592,12512,12544,12704,12624,12528,12544,12576,12592,12672,12544,12480,12576,12576,12544
587,12608,12576,12576,12592,12512,12496,12704,12656,12560,12544,12560,12576,12704,12560,12496,12576,12560,12576
588,12640,12576,12592,12608,12528,12512,12656,12624,12560,12576,12544,12592,12720,12592,12512,12560,12560,12576
589,12624,12544,12592,12624,12544,12496,12656,12656,12576,12560,12544,12560,12688,12592,12528,12512,12544,12576
590,12640,12528,12560,12624,12560,12512,12608,12608,12592,12592,12544,12512,12672,12624,12528,12528,12528,12560
591,12656,12528,12512,12608,12592,12544,12624,12576,12576,12640,12544,12528,12640,12608,12576,12544,12480,12544
592,12720,12576,12528,12576,12576,12576,12640,12560,12576,12624,12576,12512,12592,12592,12592,12560,12496,12512
593,12704,12576,12528,12544,12544,12592,12672,12576,12528,12608,12608,12544,12608,12560,12560,12592,12496,12480
594,12672,12608,12544,12544,12544,12592,12672,12576,12512,12608,12592,12560,12592,12528,12560,12592,12528,12496
595,12640,12592,12560,12544,12480,12576,12704,12576,12512,12576,12576,12608,12528,12512,12544,12608,12560,12496
596,12624,12592,12608,12576,12512,12544,12688,12640,12560,12560,12560,12576,12672,12544,12496,12560,12560,12544
597,12608,12576,12576,12608,12512,12496,12656,12640,12560,12560,12528,12576,12688,12576,12496,12528,12560,12576
598,12592,12528,12560,12624,12544,12496,12624,12624,12592,12592,12528,12560,12688,12608,12512,12512,12528,12576
599,12640,12544,12560,12608,12592,12528,12608,12608,12608,12608,12544,12528,12640,12608,12544,12528,12512,12560
600,12672,12560,12512,12592,12576,12544,12624,12576,12592,12640,12576,12512,12640,12624,12576,12544,12480,12544
601,12704,12560,12512,12576,12560,12560,12640,12544,12560,12624,12592,12528,12608,12592,12592,12576,12512,12528
602,12704,12576,12512,12528,12544,12592,12656,12560,12544,12640,12592,12528,12608,12576,12592,12608,12528,12512
603,12688,12608,12592,12576,12512,12560,12704,12656,12576,12576,12544,12576,12704,12608,12544,12544,12544,12576
604,12704,12560,12528,12592,12576,12592,12672,12576,12528,12624,12608,12560,12608,12592,12576,12592,12512,12480
605,12688,12624,12544,12528,12544,12576,12720,12576,12512,12576,12592,12576,12608,12528,12544,12624,12528,12512
606,12656,12608,12592,12560,12512,12544,12704,12656,12576,12576,12528,12560,12704,12608,12544,12544,12544,12592
607,12688,12560,12528,12592,12576,12608,12672,12576,12528,12624,12608,12576,12624,12560,12560,12608,12576,12512
608,12624,12592,12608,12576,12512,12544,12704,12656,12544,12560,12576,12576,12688,12544,12496,12560,12560,12544
609,12624,12560,12592,12624,12528,12496,12656,12640,12544,12544,12512,12576,12704,12592,12512,12544,12560,12592
610,12592,12528,12576,12640,12544,12512,12624,12640,12608,12592,12544,12560,12672,12608,12512,12528,12528,12592
611,12656,12544,12528,12608,12576,12576,12608,12560,12560,12640,12624,12576,12592,12544,12576,12608,12528,12512
612,12640,12608,12608,12592,12528,12512,12672,12640,12592,12592,12560,12544,12672,12624,12544,12544,12528,12576
613,12656,12544,12512,12608,12592,12544,12608,12576,12576,12640,12560,12528,12640,12624,12576,12560,12480,12544
614,12688,12576,12512,12576,12576,12576,12640,12544,12560,12624,12576,12528,12576,12592,12560,12576,12496,12512
615,12688,12592,12544,12544,12528,12576,12656,12560,12528,12624,12608,12544,12592,12560,12560,12592,12528,12512
616,12672,12608,12592,12576,12512,12560,12704,12672,12560,12576,12544,12560,12704,12608,12544,12544,12544,12576
617,12704,12560,12528,12576,12592,12592,12672,12576,12544,12608,12608,12576,12624,12544,12576,12608,12544,12496
618,12672,12608,12560,12576,12496,12544,12704,12592,12528,12576,12592,12608,12656,12544,12528,12592,12576,12512
619,12624,12592,12608,12592,12512,12528,12704,12640,12544,12560,12560,12576,12688,12560,12480,12576,12592,12560
620,12624,12576,12592,12608,12528,12512,12672,12640,12576,12544,12528,12560,12704,12576,12528,12560,12560,12592
621,12672,12528,12560,12624,12608,12560,12640,12560,12560,12640,12608,12544,12624,12576,12576,12624,12528,12512
622,12672,12608,12608,12608,12528,12528,12688,12640,12576,12576,12528,12560,12704,12624,12560,12512,12528,12576
623,12704,12576,12544,12560,12576,12592,12688,12592,12528,12608,12608,12592,12656,12560,12544,12592,12592,12560
624,12640,12576,12592,12640,12560,12512,12640,12640,12608,12576,12544,12544,12688,12608,12512,12528,12528,12576
625,12528,12528,12560,12624,12528,12496,12656,12624,12544,12528,12544,12576,12688,12560,12496,12560,12576,12592
626,12624,12560,12592,12640,12560,12528,12624,12608,12608,12640,12576,12544,12624,12608,12592,12576,12512,12512
627,12688,12624,12576,12560,12496,12560,12640,12624,12544,12560,12576,12592,12640,12544,12544,12544,12544,12560
628,12672,12544,12544,12608,12592,12560,12656,12576,12576,12624,12624,12560,12640,12576,12576,12624,12544,12528
629,12656,12608,12608,12592,12512,12512,12688,12672,12544,12576,12560,12576,12688,12560,12496,12576,12576,12560
630,12592,12560,12576,12640,12528,12512,12656,12640,12576,12560,12528,12560,12688,12592,12496,12528,12560,12592
631,12624,12544,12560,12624,12560,12512,12592,12624,12608,12592,12528,12544,12672,12608,12528,12528,12528,12576
632,12672,12544,12560,12624,12576,12528,12608,12608,12592,12608,12544,12512,12672,12624,12544,12544,12512,12576
633,12688,12544,12496,12592,12576,12560,12624,12576,12592,12640,12560,12528,12624,12608,12592,12560,12496,12528
634,12704,12576,12512,12560,12560,12592,12672,12560,12544,12608,12592,12528,12608,12576,12576,12560,12512,12496
635,12704,12624,12528,12544,12544,12592,12672,12576,12528,12608,12624,12544,12608,12544,12576,12608,12528,12480
636,12672,12592,12560,12560,12528,12560,12720,12592,12512,12592,12592,12608,12640,12528,12544,12592,12560,12512
637,12656,12592,12576,12576,12496,12544,12688,12608,12528,12528,12592,12592,12656,12528,12512,12608,12592,12560
638,12608,12576,12592,12592,12512,12512,12704,12656,12560,12576,12560,12576,12704,12576,12512,12560,12576,12560
639,12608,12560,12576,12624,12544,12496,12656,12624,12576,12560,12544,12544,12704,12576,12512,12512,12560,12576
640,12640,12512,12544,12608,12544,12496,12608,12608,12592,12608,12544,12528,12656,12640,12544,12528,12544,12592
641,12672,12544,12544,12608,12592,12560,12624,12608,12592,12624,12544,12512,12656,12608,12560,12544,12496,12560
642,12704,12544,12512,12592,12576,12560,12624,12576,12576,12624,12576,12512,12592,12592,12576,12560,12496,12544
643,12688,12560,12528,12544,12560,12608,12624,12560,12544,12624,12592,12528,12464,12560,12576,12592,12496,12464
644,12688,12608,12528,12544,12528,12592,12672,12576,12512,12592,12592,12560,12592,12560,12560,12592,12544,12496
645,12656,12608,12560,12560,12496,12560,12688,12592,12528,12576,12576,12608,12640,12544,12528,12608,12560,12528
646,12592,12592,12608,12576,12512,12544,12672,12640,12528,12544,12560,12592,12672,12544,12480,12576,12576,12544
647,12592,12560,12592,12608,12528,12496,12640,12640,12576,12560,12544,12576,12688,12576,12512,12560,12560,12576
648,12624,12544,12592,12624,12544,12528,12656,12640,12592,12576,12528,12560,12688,12608,12528,12512,12544,12576
649,12640,12528,12544,12608,12560,12528,12608,12592,12592,12608,12544,12528,12672,12624,12544,12528,12528,12560
650,12672,12528,12512,12608,12592,12544,12608,12576,12576,12656,12576,12512,12656,12624,12576,12528,12480,12544
651,12720,12576,12512,12576,12560,12576,12624,12544,12560,12640,12576,12528,12592,12608,12592,12576,12496,12496
652,12704,12592,12528,12544,12544,12576,12672,12560,12512,12624,12608,12544,12608,12576,12560,12592,12528,12496
653,12704,12624,12560,12544,12560,12576,12688,12592,12512,12592,12608,12576,12608,12544,12560,12624,12544,12512
654,12656,12608,12576,12560,12512,12560,12704,12624,12528,12576,12592,12608,12640,12560,12544,12592,12576,12528
655,12608,12608,12608,12592,12512,12544,12688,12656,12544,12560,12576,12592,12672,12560,12496,12576,12576,12560
656,12624,12576,12576,12592,12528,12496,12672,12624,12560,12576,12544,12560,12704,12576,12512,12544,12576,12592
657,12640,12528,12576,12624,12560,12496,12640,12624,12592,12592,12528,12544,12688,12608,12512,12496,12544,12576
658,12640,12544,12544,12592,12560,12512,12592,12608,12592,12592,12528,12512,12640,12624,12544,12528,12528,12576
659,12656,12512,12512,12592,12560,12544,12624,12592,12608,12624,12560,12512,12560,12608,12576,12528,12448,12528
660,12720,12560,12512,12576,12576,12576,12640,12544,12560,12624,12576,12528,12592,12592,12592,12576,12496,12512
661,12688,12592,12512,12544,12544,12576,12656,12560,12512,12608,12608,12544,12608,12576,12576,12608,12528,12512
662,12672,12624,12560,12544,12544,12576,12720,12592,12528,12592,12608,12592,12624,12544,12544,12592,12544,12496
663,12656,12608,12592,12576,12496,12544,12688,12608,12528,12576,12592,12592,12608,12544,12560,12608,12560,12528
664,12624,12592,12608,12576,12512,12528,12688,12640,12544,12560,12576,12592,12656,12560,12496,12592,12576,12528
665,12624,12592,12592,12624,12544,12528,12656,12640,12592,12592,12560,12512,12672,12624,12576,12544,12512,12544
666,12720,12592,12544,12544,12560,12576,12720,12608,12528,12592,12608,12592,12672,12560,12512,12576,12576,12560
667,12640,12544,12576,12624,12560,12528,12624,12608,12608,12640,12576,12528,12640,12608,12592,12576,12512,12512
668,12704,12624,12576,12560,12528,12576,12720,12624,12528,12544,12576,12592,12704,12576,12512,12560,12560,12608
669,12640,12544,12560,12624,12576,12528,12640,12608,12592,12640,12576,12528,12640,12608,12592,12576,12528,12496
670,12704,12624,12560,12560,12512,12560,12704,12640,12544,12560,12576,12592,12720,12592,12528,12544,12544,12592
671,12656,12544,12560,12608,12592,12560,12640,12576,12576,12640,12592,12544,12608,12592,12576,12624,12544,12512
672,12672,12624,12608,12592,12528,12544,12688,12656,12576,12576,12544,12560,12704,12624,12528,12544,12544,12576
673,12688,12560,12528,12576,12560,12608,12672,12576,12560,12624,12624,12560,12624,12544,12560,12608,12576,12544
674,12608,12592,12608,12592,12528,12512,12656,12656,12592,12592,12544,12560,12672,12640,12560,12544,12512,12560
675,12704,12592,12528,12560,12576,12592,12592,12560,12528,12608,12624,12592,12544,12560,12560,12592,12560,12544
676,12640,12576,12560,12624,12544,12512,12640,12640,12592,12608,12560,12512,12656,12624,12576,12560,12512,12544
677,12704,12592,12544,12544,12544,12576,12720,12608,12528,12576,12608,12608,12656,12560,12528,12576,12576,12576
678,12608,12544,12576,12608,12560,12544,12624,12608,12608,12640,12576,12528,12640,12608,12592,12576,12512,12496
679,12688,12624,12560,12576,12512,12576,12688,12624,12544,12560,12576,12592,12672,12560,12496,12576,12576,12592
680,12640,12544,12560,12608,12592,12544,12640,12592,12560,12640,12576,12528,12592,12592,12576,12592,12528,12512
681,12688,12608,12560,12560,12512,12544,12720,12656,12560,12560,12560,12576,12720,12592,12528,12512,12544,12576
682,12672,12544,12528,12592,12576,12576,12656,12544,12544,12624,12560,12528,12608,12592,12576,12560,12512,12528
683,12688,12576,12528,12544,12544,12592,12672,12560,12528,12608,12624,12544,12592,12592,12560,12592,12512,12480
684,12688,12624,12544,12544,12528,12560,12688,12560,12512,12592,12608,12576,12624,12528,12560,12608,12528,12512
685,12672,12608,12576,12544,12512,12560,12720,12592,12512,12560,12592,12608,12656,12528,12544,12592,12560,12528
686,12640,12592,12608,12576,12496,12528,12704,12640,12528,12560,12576,12592,12656,12560,12480,12576,12560,12544
687,12592,12560,12576,12592,12512,12496,12672,12640,12560,12544,12544,12592,12704,12592,12496,12544,12560,12592
688,12624,12528,12576,12608,12528,12496,12640,12624,12592,12592,12528,12544,12688,12608,12528,12512,12528,12576
689,12656,12544,12544,12592,12576,12512,12608,12592,12608,12592,12528,12512,12672,12624,12544,12528,12512,12576
690,12656,12528,12496,12592,12560,12544,12608,12592,12576,12656,12560,12512,12624,12608,12576,12544,12480,12544
691,12704,12544,12512,12592,12544,12576,12592,12544,12560,12656,12576,12496,12512,12560,12592,12560,12480,12512
692,12688,12576,12528,12544,12544,12576,12656,12560,12528,12624,12608,12544,12608,12560,12576,12608,12528,12496
693,12688,12624,12560,12560,12544,12576,12720,12608,12528,12592,12608,12592,12624,12544,12560,12608,12560,12512
694,12624,12624,12592,12576,12512,12544,12704,12624,12544,12544,12592,12592,12656,12544,12528,12592,12592,12560
695,12592,12592,12592,12592,12512,12512,12672,12640,12560,12576,12560,12592,12656,12544,12496,12576,12576,12544
696,12624,12576,12592,12624,12528,12512,12656,12640,12576,12576,12528,12560,12704,12576,12528,12544,12560,12576
697,12640,12528,12576,12624,12560,12528,12624,12624,12608,12592,12544,12560,12688,12624,12528,12528,12544,12560
698,12672,12544,12544,12608,12592,12544,12608,12608,12592,12624,12560,12512,12656,12608,12544,12528,12480,12560
699,12720,12560,12512,12592,12576,12544,12640,12560,12576,12640,12576,12528,12624,12592,12592,12560,12496,12544
